Frame,ID,Gesture,x_LEFT_SHOULDER,y_LEFT_SHOULDER,z_LEFT_SHOULDER,x_RIGHT_SHOULDER,y_RIGHT_SHOULDER,z_RIGHT_SHOULDER,x_LEFT_HIP,y_LEFT_HIP,z_LEFT_HIP,x_RIGHT_HIP,y_RIGHT_HIP,z_RIGHT_HIP,x_LEFT_EAR,y_LEFT_EAR,z_LEFT_EAR,x_RIGHT_EAR,y_RIGHT_EAR,z_RIGHT_EAR,x_LEFT_ELBOW,y_LEFT_ELBOW,z_LEFT_ELBOW,x_RIGHT_ELBOW,y_RIGHT_ELBOW,z_RIGHT_ELBOW,x_LEFT_WRIST,y_LEFT_WRIST,z_LEFT_WRIST,x_RIGHT_WRIST,y_RIGHT_WRIST,z_RIGHT_WRIST,x_LEFT_KNEE,y_LEFT_KNEE,z_LEFT_KNEE,x_RIGHT_KNEE,y_RIGHT_KNEE,z_RIGHT_KNEE,x_LEFT_ANKLE,y_LEFT_ANKLE,z_LEFT_ANKLE,x_RIGHT_ANKLE,y_RIGHT_ANKLE,z_RIGHT_ANKLE,x_NOSE,y_NOSE,z_NOSE,x_LEFT_EYE,y_LEFT_EYE,z_LEFT_EYE,x_RIGHT_EYE,y_RIGHT_EYE,z_RIGHT_EYE
2.0,0.0,0.0,-0.22887520492076874,0.8176851272583008,1.4619544744491577,-0.23058119416236877,0.4936709702014923,1.4506611824035645,-0.20651575922966003,0.7379011511802673,0.9119506478309631,-0.20066282153129578,0.5316275954246521,0.893415093421936,-0.190167635679245,0.7321161031723022,1.675139307975769,-0.16062206029891968,0.5583302974700928,1.6605994701385498,-0.2382236123085022,0.8748536705970764,1.1597813367843628,-0.25072962045669556,0.41707801818847656,1.1511579751968384,-0.13506397604942322,0.8976330161094666,0.9210120439529419,-0.14238221943378448,0.3140479624271393,0.967635452747345,-0.24069543182849884,0.7281694412231445,0.503786563873291,-0.23682045936584473,0.5143978595733643,0.5024313926696777,-0.2977618873119354,0.7437925338745117,0.11196403205394745,-0.2843523621559143,0.4861792027950287,0.11250734329223633,-0.06067304313182831,0.6458933353424072,0.6458933353424072,-0.07534833997488022,0.659307599067688,1.695995569229126,-0.08004292100667953,0.6373522877693176,1.687747836112976
3.0,0.0,0.0,-0.23008976876735687,0.8128395676612854,1.4619115591049194,-0.22829735279083252,0.492703378200531,1.4476685523986816,-0.20664982497692108,0.7395240664482117,0.9124669432640076,-0.20217376947402954,0.5343658328056335,0.8953325152397156,-0.1850796490907669,0.7315706014633179,1.6745816469192505,-0.15858577191829681,0.5575742721557617,1.6583081483840942,-0.2470880001783371,0.8711395859718323,1.1618626117706299,-0.25348353385925293,0.41907161474227905,1.1497782468795776,-0.16201065480709076,0.8996230959892273,0.9173622131347656,-0.15147574245929718,0.31442639231681824,0.961492657661438,-0.24136453866958618,0.7287390232086182,0.505139946937561,-0.23457370698451996,0.5169513821601868,0.5068592429161072,-0.2999971807003021,0.7442695498466492,0.10941767692565918,-0.28275156021118164,0.48743775486946106,0.11174757033586502,-0.05787818878889084,0.649808943271637,0.649808943271637,-0.07383552193641663,0.6616708040237427,1.6941745281219482,-0.0777440145611763,0.6362282633781433,1.686774730682373
4.0,0.0,0.0,-0.22844861447811127,0.8117435574531555,1.4630210399627686,-0.22507715225219727,0.4908216893672943,1.4497618675231934,-0.20520198345184326,0.7348111271858215,0.9143096208572388,-0.19805462658405304,0.5287325978279114,0.8969433307647705,-0.18091098964214325,0.7282987236976624,1.6734415292739868,-0.15657220780849457,0.5543075799942017,1.6581635475158691,-0.24278828501701355,0.862217128276825,1.1556352376937866,-0.2524230480194092,0.42533737421035767,1.1526495218276978,-0.15648016333580017,0.8930087089538574,0.9125394821166992,-0.16019307076931,0.32259559631347656,0.9515365362167358,-0.2421993613243103,0.7242721915245056,0.5072451829910278,-0.23253683745861053,0.5125398635864258,0.5058375000953674,-0.2997433543205261,0.746263861656189,0.11104108393192291,-0.2813156545162201,0.4848765730857849,0.11631225049495697,-0.06054791435599327,0.6505059003829956,0.6505059003829956,-0.07473872601985931,0.6605255007743835,1.6943669319152832,-0.07965503633022308,0.6335577964782715,1.6875638961791992
5.0,0.0,0.0,-0.23009756207466125,0.8109399676322937,1.4630343914031982,-0.22318816184997559,0.48675537109375,1.4495834112167358,-0.20502623915672302,0.733953058719635,0.9138293266296387,-0.1968769133090973,0.5257179737091064,0.8939307332038879,-0.18168756365776062,0.7272478938102722,1.6731547117233276,-0.15599247813224792,0.55149245262146,1.659126877784729,-0.24110081791877747,0.8568328619003296,1.1623187065124512,-0.24830424785614014,0.4249018728733063,1.1570909023284912,-0.14929723739624023,0.8876941204071045,0.9156851768493652,-0.16622833907604218,0.3341185450553894,0.9453679919242859,-0.23907668888568878,0.7239392995834351,0.5081414580345154,-0.23274528980255127,0.512503445148468,0.5027616024017334,-0.2964532971382141,0.7468019723892212,0.11368498206138611,-0.2817431688308716,0.4874647259712219,0.11553333699703217,-0.05808132514357567,0.649095892906189,0.649095892906189,-0.07117318361997604,0.6605756878852844,1.69319748878479,-0.07668963819742203,0.6367565393447876,1.6858642101287842
6.0,0.0,0.0,-0.23168936371803284,0.8087266683578491,1.4658551216125488,-0.22203117609024048,0.490457147359848,1.4516594409942627,-0.20176467299461365,0.733478844165802,0.9155044555664062,-0.1920902281999588,0.5290581583976746,0.8960905075073242,-0.18287818133831024,0.7219759225845337,1.6741114854812622,-0.15464676916599274,0.5488766431808472,1.6598420143127441,-0.23439013957977295,0.852517306804657,1.1622828245162964,-0.24617186188697815,0.4333727955818176,1.1567178964614868,-0.13955672085285187,0.8862440586090088,0.9180046916007996,-0.16362863779067993,0.344453901052475,0.9410335421562195,-0.2367633432149887,0.7239356637001038,0.5066343545913696,-0.2317185252904892,0.5138306617736816,0.5058683156967163,-0.3001681864261627,0.7476915121078491,0.11137606203556061,-0.280557781457901,0.48712146282196045,0.11360348016023636,-0.060470204800367355,0.6468644738197327,0.6468644738197327,-0.07208317518234253,0.6579040288925171,1.6947014331817627,-0.07493526488542557,0.6343538761138916,1.6872599124908447
7.0,0.0,0.0,-0.22895951569080353,0.811148464679718,1.464983582496643,-0.22096160054206848,0.4891466498374939,1.45048189163208,-0.20086972415447235,0.7345712780952454,0.91797935962677,-0.19374671578407288,0.5268154144287109,0.897888720035553,-0.18462347984313965,0.725522518157959,1.6738163232803345,-0.14969004690647125,0.5530571341514587,1.660629153251648,-0.2297063171863556,0.8532013297080994,1.1602462530136108,-0.2443893402814865,0.4330485463142395,1.1593867540359497,-0.12603937089443207,0.8852025866508484,0.9210465550422668,-0.1609472930431366,0.3403629660606384,0.9447972774505615,-0.23630115389823914,0.7229102253913879,0.5079673528671265,-0.23262669146060944,0.5107545852661133,0.5071549415588379,-0.30001527070999146,0.7471975684165955,0.11153384298086166,-0.2809346616268158,0.48414483666419983,0.11451233923435211,-0.05786827206611633,0.6498422622680664,0.6498422622680664,-0.07213127613067627,0.6597232222557068,1.694422960281372,-0.07454357296228409,0.6334957480430603,1.6875566244125366
8.0,0.0,0.0,-0.22761408984661102,0.809441089630127,1.4656953811645508,-0.217482790350914,0.4915369153022766,1.4485905170440674,-0.20042197406291962,0.7354007959365845,0.9138731360435486,-0.19177311658859253,0.5296785831451416,0.8925386071205139,-0.17984552681446075,0.7254709601402283,1.673540711402893,-0.16005849838256836,0.5454832315444946,1.6592856645584106,-0.22550399601459503,0.8572831153869629,1.158299207687378,-0.24204176664352417,0.4264679253101349,1.1561623811721802,-0.12022768706083298,0.896709680557251,0.9227674603462219,-0.16064602136611938,0.325162798166275,0.9475646615028381,-0.23575732111930847,0.7225170135498047,0.5058478713035583,-0.2279796302318573,0.511182427406311,0.5088223814964294,-0.2982172966003418,0.7466080784797668,0.11139589548110962,-0.2792826294898987,0.4856446087360382,0.11663834005594254,-0.05809459835290909,0.6467377543449402,0.6467377543449402,-0.07193465530872345,0.6585540771484375,1.6958032846450806,-0.07520429790019989,0.6337916851043701,1.6899559497833252
9.0,0.0,0.0,-0.22400595247745514,0.8104346394538879,1.4631658792495728,-0.2208297848701477,0.4943210184574127,1.4502089023590088,-0.19628939032554626,0.734894871711731,0.9121249318122864,-0.19251789152622223,0.5286465883255005,0.8930648565292358,-0.18357530236244202,0.7275779843330383,1.6726863384246826,-0.16145338118076324,0.5442764759063721,1.6577743291854858,-0.22438232600688934,0.8666998147964478,1.1613796949386597,-0.2415245920419693,0.41073307394981384,1.1617507934570312,-0.11639117449522018,0.9048451781272888,0.9229324460029602,-0.15412776172161102,0.2971804440021515,0.9602656364440918,-0.23527131974697113,0.7219007611274719,0.5075337886810303,-0.22967800498008728,0.5084667205810547,0.5080246329307556,-0.29644668102264404,0.7435365915298462,0.11075758934020996,-0.27979424595832825,0.4831133782863617,0.11566959321498871,-0.0591140054166317,0.648123025894165,0.648123025894165,-0.07342018187046051,0.658788800239563,1.6969616413116455,-0.07892435044050217,0.6345716714859009,1.6906176805496216
10.0,0.0,0.0,-0.22751525044441223,0.8145220279693604,1.4601521492004395,-0.22604672610759735,0.48794862627983093,1.4493273496627808,-0.19998866319656372,0.7311899065971375,0.908586859703064,-0.194616436958313,0.5260621905326843,0.8871495127677917,-0.18597057461738586,0.7302566170692444,1.6747076511383057,-0.15145058929920197,0.5609791278839111,1.6610032320022583,-0.2264505922794342,0.8712974190711975,1.1585174798965454,-0.2517375946044922,0.38680124282836914,1.1697973012924194,-0.11701726168394089,0.9112371802330017,0.9224597215652466,-0.14449696242809296,0.2523921728134155,0.9947535991668701,-0.2327681928873062,0.7184381484985352,0.5050283074378967,-0.232585608959198,0.5092048048973083,0.505374014377594,-0.2975957691669464,0.743457555770874,0.10999985039234161,-0.2831307053565979,0.48581573367118835,0.11268755048513412,-0.05999019369482994,0.6479519009590149,0.6479519009590149,-0.07269427925348282,0.6642680168151855,1.6957674026489258,-0.07701944559812546,0.6391065716743469,1.6872462034225464
11.0,0.0,0.0,-0.22942979633808136,0.8212985396385193,1.4634647369384766,-0.2259671837091446,0.496182382106781,1.455193042755127,-0.20538048446178436,0.7381095290184021,0.9117517471313477,-0.19609679281711578,0.5326008796691895,0.8943990468978882,-0.1883065402507782,0.7433822154998779,1.675352692604065,-0.1553017944097519,0.5582693219184875,1.657246708869934,-0.2304779589176178,0.8818402290344238,1.163960337638855,-0.25406768918037415,0.35976406931877136,1.1952598094940186,-0.1101660504937172,0.9267659187316895,0.9470078349113464,-0.1254836469888687,0.20518028736114502,1.0608993768692017,-0.23589502274990082,0.7199089527130127,0.5052043795585632,-0.23472093045711517,0.5106272101402283,0.5075975656509399,-0.29994937777519226,0.7425557971000671,0.10803807526826859,-0.285343199968338,0.4846557080745697,0.11334077268838882,-0.06220433861017227,0.6588965654373169,0.6588965654373169,-0.07590717077255249,0.671688973903656,1.6936534643173218,-0.07832105457782745,0.6447485089302063,1.6851952075958252
